Package,post,N,A,Ce,Ca,I,D,,pkgCohesion,pkgCoupling,pkgCyclDepss,pkgCyclpkgs,Package Name 
org.eclipse.jdt.internal.ui.packageview,3,13,0,40,5,0.888888889,0.111111111,,0.060747664,0.827102804,0.990654206,0.985981308,org.eclipse.jdt.internal.ui.packageview
org.eclipse.jdt.internal.ui.preferences,9,23,0,45,20,0.692307692,0.307692308,,0.05106383,0.778723404,0.982978723,0.965957447,org.eclipse.jdt.internal.ui.preferences
org.eclipse.jdt.internal.ui.refactoring,6,42,0.235294118,50,8,0.862068966,0.097363083,,0.179824561,0.785087719,0.99122807,0.978070175,org.eclipse.jdt.internal.ui.refactoring
org.eclipse.jdt.internal.ui.refactoring.actions,1,11,0.1,36,2,0.947368421,0.047368421,,0.084745763,0.720338983,1,0.983050847,org.eclipse.jdt.internal.ui.refactoring.actions
org.eclipse.jdt.internal.ui.refactoring.changes,0,2,0,6,4,0.6,0.4,,0,0.428571429,1,0.928571429,org.eclipse.jdt.internal.ui.refactoring.changes
org.eclipse.jdt.internal.ui.refactoring.code,0,2,0,13,1,0.928571429,0.071428571,,0.09375,0.5625,1,1,org.eclipse.jdt.internal.ui.refactoring.code
org.eclipse.jdt.internal.ui.refactoring.nls,3,7,0,31,1,0.96875,0.03125,,0.113207547,0.726415094,1,1,org.eclipse.jdt.internal.ui.refactoring.nls
org.eclipse.jdt.internal.ui.refactoring.nls.search,0,8,0,34,0,0,1,,0.068627451,0.715686275,1,1,org.eclipse.jdt.internal.ui.refactoring.nls.search
org.eclipse.jdt.internal.ui.refactoring.sef,0,2,0,12,1,0.923076923,0.076923077,,0.088235294,0.588235294,1,1,org.eclipse.jdt.internal.ui.refactoring.sef
org.eclipse.jdt.internal.ui.reorg,2,24,0.142857143,37,4,0.902439024,0.045296167,,0.148387097,0.780645161,1,0.993548387,org.eclipse.jdt.internal.ui.reorg
org.eclipse.jdt.internal.ui.search,5,22,0.047619048,38,5,0.88372093,0.068660022,,0.123529412,0.788235294,0.994117647,0.988235294,org.eclipse.jdt.internal.ui.search
org.eclipse.jdt.internal.ui.text,2,19,0.117647059,23,8,0.741935484,0.140417457,,0.193548387,0.731182796,0.989247312,0.978494624,org.eclipse.jdt.internal.ui.text
org.eclipse.jdt.internal.ui.text.correction,9,23,0,31,1,0.96875,0.03125,,0.132183908,0.844827586,1,0.994252874,org.eclipse.jdt.internal.ui.text.correction
org.eclipse.jdt.internal.ui.text.java,5,22,0.157894737,36,6,0.857142857,0.015037594,,0.146153846,0.730769231,1,0.984615385,org.eclipse.jdt.internal.ui.text.java
org.eclipse.jdt.internal.ui.text.java.hover,0,5,0,21,1,0.954545455,0.045454545,,0.075471698,0.660377358,1,0.981132075,org.eclipse.jdt.internal.ui.text.java.hover
org.eclipse.jdt.internal.ui.text.javadoc,3,6,0,17,3,0.85,0.15,,0.06779661,0.745762712,0.983050847,0.966101695,org.eclipse.jdt.internal.ui.text.javadoc
org.eclipse.jdt.internal.ui.text.link,0,4,0.333333333,18,2,0.9,0.233333333,,0.078431373,0.68627451,1,1,org.eclipse.jdt.internal.ui.text.link
org.eclipse.jdt.internal.ui.text.template,2,6,0,17,5,0.772727273,0.227272727,,0.076923077,0.634615385,1,0.980769231,org.eclipse.jdt.internal.ui.text.template
org.eclipse.jdt.internal.ui.typehierarchy,8,23,0.15,36,2,0.947368421,0.097368421,,0.123655914,0.827956989,0.989247312,0.989247312,org.eclipse.jdt.internal.ui.typehierarchy
org.eclipse.jdt.internal.ui.util,4,13,0,28,32,0.466666667,0.533333333,,0.017316017,0.774891775,0.991341991,0.982683983,org.eclipse.jdt.internal.ui.util
org.eclipse.jdt.internal.ui.viewsupport,5,19,0.055555556,26,20,0.565217391,0.379227053,,0.081481481,0.703703704,0.977777778,0.97037037,org.eclipse.jdt.internal.ui.viewsupport
org.eclipse.jdt.internal.ui.wizards,1,22,0.157894737,35,4,0.897435897,0.055330634,,0.193333333,0.793333333,0.993333333,0.993333333,org.eclipse.jdt.internal.ui.wizards
org.eclipse.jdt.internal.ui.wizards.buildpaths,3,24,0.043478261,35,5,0.875,0.081521739,,0.164383562,0.780821918,1,0.98630137,org.eclipse.jdt.internal.ui.wizards.buildpaths
org.eclipse.jdt.internal.ui.wizards.dialogfields,0,14,0.272727273,10,6,0.625,0.102272727,,0.184210526,0.815789474,1,1,org.eclipse.jdt.internal.ui.wizards.dialogfields
org.eclipse.jdt.internal.ui.workingsets,4,8,0,25,2,0.925925926,0.074074074,,0.093023256,0.709302326,1,1,org.eclipse.jdt.internal.ui.workingsets
org.eclipse.jdt.launching,10,21,1.625,15,14,0.517241379,1.142241379,,0.155963303,0.825688073,0.95412844,0.981651376,org.eclipse.jdt.launching
org.eclipse.jdt.launching.sourcelookup,2,7,0.166666667,15,4,0.789473684,0.043859649,,0.155555556,0.8,0.977777778,0.955555556,org.eclipse.jdt.launching.sourcelookup
org.eclipse.jdt.ui,4,16,0.777777778,29,40,0.420289855,0.198067633,,0.052173913,0.752173913,0.952173913,0.973913043,org.eclipse.jdt.ui
org.eclipse.jdt.ui.actions,8,63,0.05,54,10,0.84375,0.10625,,0.24516129,0.835483871,0.970967742,0.977419355,org.eclipse.jdt.ui.actions
org.eclipse.jdt.ui.jarpackager,0,6,2,12,0,0,1,,0.5,0.777777778,1,1,org.eclipse.jdt.ui.jarpackager
org.eclipse.jdt.ui.text,0,5,1.5,21,13,0.617647059,1.117647059,,0.139534884,0.674418605,0.988372093,0.988372093,org.eclipse.jdt.ui.text
org.eclipse.jdt.ui.text.java.hover,0,1,0,2,1,0.666666667,0.333333333,,0,0,0,0,org.eclipse.jdt.ui.text.java.hover
org.eclipse.jdt.ui.wizards,4,9,0.8,29,4,0.878787879,0.678787879,,0.153225806,0.766129032,1,0.991935484,org.eclipse.jdt.ui.wizards
org.eclipse.jface.action,1,26,1.363636364,12,74,0.139534884,0.503171247,,0.052313883,0.853118712,1,1,org.eclipse.jface.action
org.eclipse.jface.dialogs,1,15,0.875,16,86,0.156862745,0.031862745,,0.021207178,0.838499184,1,1,org.eclipse.jface.dialogs
org.eclipse.jface.operation,0,4,1,6,58,0.09375,0.09375,,0.052631579,0.368421053,1,1,org.eclipse.jface.operation
org.eclipse.jface.preference,3,24,0.6,12,48,0.2,0.2,,0.122340426,0.776595745,0.994680851,0.994680851,org.eclipse.jface.preference
org.eclipse.jface.resource,2,11,0.222222222,10,82,0.108695652,0.669082126,,0.025839793,0.780361757,0.997416021,0.994832041,org.eclipse.jface.resource
org.eclipse.jface.text,0,74,1.242424242,13,57,0.185714286,0.428138528,,0.253623188,0.793478261,1,1,org.eclipse.jface.text
org.eclipse.jface.text.contentassist,0,19,0.9,9,10,0.473684211,0.373684211,,0.266666667,0.783333333,1,1,org.eclipse.jface.text.contentassist
org.eclipse.jface.text.formatter,0,3,2,4,3,0.571428571,1.571428571,,0.166666667,0.75,1,1,org.eclipse.jface.text.formatter
org.eclipse.jface.text.information,0,3,2,6,3,0.666666667,1.666666667,,0.117647059,0.705882353,1,1,org.eclipse.jface.text.information
org.eclipse.jface.text.presentation,0,4,3,4,6,0.4,2.4,,0.157894737,0.736842105,1,1,org.eclipse.jface.text.presentation
org.eclipse.jface.text.reconciler,0,8,1,5,3,0.625,0.625,,0.380952381,0.761904762,1,1,org.eclipse.jface.text.reconciler
org.eclipse.jface.text.rules,1,24,0.5,6,8,0.428571429,0.071428571,,0.348484848,0.818181818,1,1,org.eclipse.jface.text.rules
org.eclipse.jface.text.source,0,22,0.833333333,15,27,0.357142857,0.19047619,,0.213592233,0.67961165,1,1,org.eclipse.jface.text.source
org.eclipse.jface.util,0,7,0.75,8,93,0.079207921,0.170792079,,0.016713092,0.73816156,0.997214485,0.997214485,org.eclipse.jface.util
org.eclipse.jface.viewers,0,56,1.545454545,11,88,0.111111111,0.656565657,,0.0804769,0.865871833,1,1,org.eclipse.jface.viewers
org.eclipse.jface.window,0,3,0.5,14,51,0.215384615,0.284615385,,0.009287926,0.783281734,1,1,org.eclipse.jface.window
org.eclipse.jface.wizard,2,9,3.5,13,36,0.265306122,2.765306122,,0.025723473,0.848874598,1,1,org.eclipse.jface.wizard
org.eclipse.pde.core,0,9,8,4,25,0.137931034,7.137931034,,0.0625,0.5625,1,1,org.eclipse.pde.core
org.eclipse.pde.core.build,0,4,0,3,8,0.272727273,0.727272727,,0,0,0,0,org.eclipse.pde.core.build
org.eclipse.pde.core.plugin,0,17,0,4,19,0.173913043,0.826086957,,0,0,0,0,org.eclipse.pde.core.plugin
org.eclipse.pde.internal,0,4,0.333333333,7,5,0.583333333,0.083333333,,0.129032258,0.774193548,1,1,org.eclipse.pde.internal
org.eclipse.pde.internal.build,0,15,0.666666667,13,2,0.866666667,0.533333333,,0.306122449,0.795918367,1,1,org.eclipse.pde.internal.build
org.eclipse.pde.internal.build.ant,0,6,0.2,3,1,0.75,0.05,,0.6,0.9,1,1,org.eclipse.pde.internal.build.ant
org.eclipse.pde.internal.build.tasks,0,3,0,8,0,0,1,,0,0.733333333,1,1,org.eclipse.pde.internal.build.tasks
org.eclipse.pde.internal.builders,0,9,0.125,15,1,0.9375,0.0625,,0.14516129,0.822580645,1,1,org.eclipse.pde.internal.builders
org.eclipse.pde.internal.core,3,26,0.444444444,19,20,0.487179487,0.068376068,,0.138554217,0.831325301,0.963855422,0.975903614,org.eclipse.pde.internal.core
org.eclipse.pde.internal.core.build,0,7,0.166666667,8,7,0.533333333,0.3,,0.34375,0.6875,1,0.96875,org.eclipse.pde.internal.core.build
org.eclipse.pde.internal.core.feature,0,16,0.142857143,12,5,0.705882353,0.151260504,,0.231884058,0.855072464,0.985507246,0.985507246,org.eclipse.pde.internal.core.feature
org.eclipse.pde.internal.core.ifeature,0,14,0,5,6,0.454545455,0.545454545,,0,0,0,0,org.eclipse.pde.internal.core.ifeature
org.eclipse.pde.internal.core.ischema,0,17,0,4,8,0.333333333,0.666666667,,0,0,0,0,org.eclipse.pde.internal.core.ischema
org.eclipse.pde.internal.core.plugin,0,24,0.411764706,14,9,0.608695652,0.020460358,,0.405940594,0.841584158,0.98019802,0.99009901,org.eclipse.pde.internal.core.plugin
org.eclipse.pde.internal.core.schema,2,19,0.266666667,12,6,0.666666667,0.066666667,,0.2,0.894736842,0.989473684,0.978947368,org.eclipse.pde.internal.core.schema
org.eclipse.pde.internal.runtime,0,3,0,11,2,0.846153846,0.153846154,,0.055555556,0.75,1,0.972222222,org.eclipse.pde.internal.runtime
org.eclipse.pde.internal.runtime.logview,0,9,0,19,0,0,1,,0.142857143,0.714285714,1,1,org.eclipse.pde.internal.runtime.logview
org.eclipse.pde.internal.runtime.registry,0,18,0.2,14,1,0.933333333,0.133333333,,0.264705882,0.838235294,0.985294118,0.985294118,org.eclipse.pde.internal.runtime.registry
org.eclipse.pde.internal.ui,0,7,0.166666667,34,18,0.653846154,0.179487179,,0.024305556,0.861111111,0.989583333,0.975694444,org.eclipse.pde.internal.ui
org.eclipse.pde.internal.ui.codegen,0,3,0.5,9,4,0.692307692,0.192307692,,0.09375,0.6875,1,1,org.eclipse.pde.internal.ui.codegen
org.eclipse.pde.internal.ui.editor,0,31,0.9375,33,6,0.846153846,0.783653846,,0.117408907,0.862348178,1,1,org.eclipse.pde.internal.ui.editor
org.eclipse.pde.internal.ui.editor.build,0,10,0,25,0,0,1,,0.085106383,0.734042553,1,1,org.eclipse.pde.internal.ui.editor.build
org.eclipse.pde.internal.ui.editor.feature,0,43,0.048780488,47,1,0.979166667,0.027947154,,0.179487179,0.820512821,0.995726496,0.995726496,org.eclipse.pde.internal.ui.editor.feature
org.eclipse.pde.internal.ui.editor.manifest,0,56,0.018181818,53,4,0.929824561,0.05199362,,0.171339564,0.84423676,0.996884735,0.99376947,org.eclipse.pde.internal.ui.editor.manifest
org.eclipse.pde.internal.ui.editor.schema,0,34,0.096774194,34,1,0.971428571,0.068202765,,0.17679558,0.828729282,0.994475138,0.994475138,org.eclipse.pde.internal.ui.editor.schema
org.eclipse.pde.internal.ui.editor.text,0,11,0.375,13,6,0.684210526,0.059210526,,0.14,0.7,0.98,0.98,org.eclipse.pde.internal.ui.editor.text
org.eclipse.pde.internal.ui.elements,0,9,0.5,4,9,0.307692308,0.192307692,,0.266666667,0.633333333,1,1,org.eclipse.pde.internal.ui.elements
org.eclipse.pde.internal.ui.feature,0,7,0,36,1,0.972972973,0.027027027,,0.04040404,0.666666667,1,1,org.eclipse.pde.internal.ui.feature
org.eclipse.pde.internal.ui.launcher,0,11,0.222222222,33,1,0.970588235,0.192810458,,0.085470085,0.752136752,1,0.991452991,org.eclipse.pde.internal.ui.launcher
org.eclipse.pde.internal.ui.parts,0,10,0.428571429,12,11,0.52173913,0.049689441,,0.134328358,0.686567164,1,0.985074627,org.eclipse.pde.internal.ui.parts
org.eclipse.pde.internal.ui.preferences,0,9,0,26,5,0.838709677,0.161290323,,0.063157895,0.726315789,1,0.989473684,org.eclipse.pde.internal.ui.preferences
org.eclipse.pde.internal.ui.util,0,13,0.181818182,17,14,0.548387097,0.269794721,,0.092783505,0.711340206,1,1,org.eclipse.pde.internal.ui.util
org.eclipse.pde.internal.ui.view,0,9,0,34,1,0.971428571,0.028571429,,0.089108911,0.712871287,0.99009901,0.99009901,org.eclipse.pde.internal.ui.view
org.eclipse.pde.internal.ui.wizards,0,12,0.714285714,23,10,0.696969697,0.411255411,,0.06779661,0.762711864,1,0.983050847,org.eclipse.pde.internal.ui.wizards
org.eclipse.pde.internal.ui.wizards.extension,0,11,0.1,29,0,0,0.9,,0.1,0.75,1,1,org.eclipse.pde.internal.ui.wizards.extension
org.eclipse.pde.internal.ui.wizards.imports,0,10,0,36,1,0.972972973,0.027027027,,0.069565217,0.72173913,1,1,org.eclipse.pde.internal.ui.wizards.imports
org.eclipse.pde.internal.ui.wizards.project,0,10,0,36,2,0.947368421,0.052631579,,0.067226891,0.714285714,1,1,org.eclipse.pde.internal.ui.wizards.project
org.eclipse.pde.internal.ui.wizards.templates,0,29,0.035714286,32,2,0.941176471,0.023109244,,0.2109375,0.7734375,0.984375,0.9921875,org.eclipse.pde.internal.ui.wizards.templates
org.eclipse.pde.ui,0,6,5,11,6,0.647058824,4.647058824,,0.025,0.7,1,1,org.eclipse.pde.ui
org.eclipse.pde.ui.templates,0,14,2.5,27,2,0.931034483,2.431034483,,0.12962963,0.787037037,1,0.990740741,org.eclipse.pde.ui.templates
org.eclipse.search.internal.core,0,2,1,5,2,0.714285714,0.714285714,,0.166666667,0.166666667,1,1,org.eclipse.search.internal.core
org.eclipse.search.internal.core.text,0,6,0.2,14,1,0.933333333,0.133333333,,0.12195122,0.707317073,1,1,org.eclipse.search.internal.core.text
org.eclipse.search.internal.ui,4,32,0.032258065,31,4,0.885714286,0.08202765,,0.165803109,0.85492228,0.979274611,0.989637306,org.eclipse.search.internal.ui
org.eclipse.search.internal.ui.text,2,9,0,32,0,0,1,,0.067307692,0.740384615,1,1,org.eclipse.search.internal.ui.text
org.eclipse.search.internal.ui.util,0,11,0.1,27,3,0.9,0,,0.020408163,0.755102041,0.989795918,0.989795918,org.eclipse.search.internal.ui.util
org.eclipse.search.ui,0,10,9,11,10,0.523809524,8.523809524,,0.026315789,0.684210526,0.973684211,0.973684211,org.eclipse.search.ui
org.eclipse.swt,3,3,0,3,121,0.024193548,0.975806452,,0.003623188,0.853864734,0.998792271,0.998792271,org.eclipse.swt
org.eclipse.swt.accessibility,0,9,0.8,7,5,0.583333333,0.383333333,,0.25,0.71875,0.96875,0.96875,org.eclipse.swt.accessibility
org.eclipse.swt.custom,29,46,0.243243243,11,67,0.141025641,0.615731116,,0.116504854,0.754045307,1,1,org.eclipse.swt.custom
org.eclipse.swt.dnd,4,77,0.241935484,11,31,0.261904762,0.496159754,,0.167832168,0.713286713,1,1,org.eclipse.swt.dnd
org.eclipse.swt.events,0,42,1.470588235,4,63,0.059701493,0.530289728,,0.233333333,0.727777778,1,0.994444444,org.eclipse.swt.events
org.eclipse.swt.graphics,10,77,0.115942029,12,107,0.100840336,0.783217635,,0.030344828,0.845517241,0.993103448,0.994482759,org.eclipse.swt.graphics
org.eclipse.swt.internal,2,21,0.4,8,18,0.307692308,0.292307692,,0.054054054,0.756756757,0.945945946,0.945945946,org.eclipse.swt.internal
org.eclipse.swt.internal.awt.win32,1,1,0,6,0,0,1,,0,0.666666667,1,1,org.eclipse.swt.internal.awt.win32
org.eclipse.swt.internal.carbon,2,7,0,6,2,0.75,0.25,,0.136363636,0.909090909,0.954545455,0.954545455,org.eclipse.swt.internal.carbon
org.eclipse.swt.internal.gtk,10,64,0,2,4,0.333333333,0.666666667,,0.474226804,0.958762887,1,1,org.eclipse.swt.internal.gtk
org.eclipse.swt.internal.image,0,35,0.09375,5,1,0.833333333,0.072916667,,0.777777778,0.933333333,0.977777778,0.977777778,org.eclipse.swt.internal.image
org.eclipse.swt.internal.motif,3,32,0.103448276,3,6,0.333333333,0.563218391,,0.402777778,0.916666667,1,0.986111111,org.eclipse.swt.internal.motif
org.eclipse.swt.internal.ole.win32,1,50,0,4,2,0.666666667,0.333333333,,0.782608696,0.942028986,1,1,org.eclipse.swt.internal.ole.win32
org.eclipse.swt.internal.photon,2,29,0,1,4,0.2,0.8,,0.408450704,0.943661972,1,1,org.eclipse.swt.internal.photon
org.eclipse.swt.internal.win32,3,66,0,3,8,0.272727273,0.727272727,,0.447552448,0.944055944,1,0.993006993,org.eclipse.swt.internal.win32
org.eclipse.swt.layout,0,8,0,5,75,0.0625,0.9375,,0.015486726,0.829646018,1,0.997787611,org.eclipse.swt.layout
org.eclipse.swt.ole.win32,3,15,0.071428571,8,4,0.666666667,0.261904762,,0.588235294,0.894117647,1,1,org.eclipse.swt.ole.win32
org.eclipse.swt.printing,3,13,0,7,2,0.777777778,0.222222222,,0.136363636,0.636363636,1,1,org.eclipse.swt.printing
org.eclipse.swt.program,0,6,0,10,7,0.588235294,0.411764706,,0.038461538,0.5,1,1,org.eclipse.swt.program
org.eclipse.swt.widgets,88,242,0.125581395,14,134,0.094594595,0.77982401,,0.039228723,0.906914894,0.986702128,0.996675532,org.eclipse.swt.widgets
org.eclipse.team.core,0,6,2,8,22,0.266666667,1.266666667,,0.029850746,0.880597015,0.990049751,0.985074627,org.eclipse.team.core
org.eclipse.team.core.sync,0,5,0,7,11,0.388888889,0.611111111,,0.277777778,0.722222222,1,0.944444444,org.eclipse.team.core.sync
org.eclipse.team.internal.ccvs.core,7,25,2.125,16,13,0.551724138,1.676724138,,0.103773585,0.91509434,0.877358491,0.971698113,org.eclipse.team.internal.ccvs.core
org.eclipse.team.internal.ccvs.core.client,11,41,0.171428571,14,10,0.583333333,0.245238095,,0.372727273,0.872727273,0.954545455,0.954545455,org.eclipse.team.internal.ccvs.core.client
org.eclipse.team.internal.ccvs.core.client.listeners,2,13,0.444444444,9,3,0.75,0.194444444,,0.15625,0.8125,0.96875,0.90625,org.eclipse.team.internal.ccvs.core.client.listeners
org.eclipse.team.internal.ccvs.core.connection,3,10,0,11,6,0.647058824,0.352941176,,0.15,0.833333333,0.916666667,0.95,org.eclipse.team.internal.ccvs.core.connection
org.eclipse.team.internal.ccvs.core.resources,14,15,0.153846154,13,12,0.52,0.326153846,,0.184615385,0.876923077,0.938461538,0.953846154,org.eclipse.team.internal.ccvs.core.resources
org.eclipse.team.internal.ccvs.core.syncinfo,4,4,0,7,10,0.411764706,0.588235294,,0.03125,0.84375,1,0.953125,org.eclipse.team.internal.ccvs.core.syncinfo
org.eclipse.team.internal.ccvs.core.util,6,16,0,12,6,0.666666667,0.333333333,,0.144736842,0.881578947,0.907894737,0.947368421,org.eclipse.team.internal.ccvs.core.util
org.eclipse.team.internal.ccvs.ssh,2,11,0.1,11,0,0,0.9,,0.5,0.818181818,1,1,org.eclipse.team.internal.ccvs.ssh
org.eclipse.team.internal.ccvs.ui,10,58,0.115384615,47,5,0.903846154,0.019230769,,0.151098901,0.887362637,0.978021978,0.986263736,org.eclipse.team.internal.ccvs.ui
org.eclipse.team.internal.ccvs.ui.actions,10,40,0.025641026,27,1,0.964285714,0.01007326,,0.208,0.808,1,0.992,org.eclipse.team.internal.ccvs.ui.actions
org.eclipse.team.internal.ccvs.ui.merge,1,10,0,23,3,0.884615385,0.115384615,,0.117647059,0.752941176,0.988235294,0.964705882,org.eclipse.team.internal.ccvs.ui.merge
org.eclipse.team.internal.ccvs.ui.model,1,21,0.166666667,15,2,0.882352941,0.049019608,,0.338235294,0.808823529,0.985294118,0.985294118,org.eclipse.team.internal.ccvs.ui.model
org.eclipse.team.internal.ccvs.ui.sync,9,12,0.090909091,27,4,0.870967742,0.038123167,,0.203883495,0.757281553,0.970873786,0.970873786,org.eclipse.team.internal.ccvs.ui.sync
org.eclipse.team.internal.ccvs.ui.wizards,4,17,0.0625,32,3,0.914285714,0.023214286,,0.127819549,0.789473684,1,0.984962406,org.eclipse.team.internal.ccvs.ui.wizards
org.eclipse.team.internal.core,0,10,0,8,12,0.4,0.6,,0.117647059,0.705882353,0.921568627,0.960784314,org.eclipse.team.internal.core
org.eclipse.team.internal.core.simpleAccess,0,1,0,3,1,0.75,0.25,,0,0,0,0,org.eclipse.team.internal.core.simpleAccess
org.eclipse.team.internal.core.streams,0,8,0.142857143,4,6,0.4,0.457142857,,0,0.466666667,1,1,org.eclipse.team.internal.core.streams
org.eclipse.team.internal.core.target,1,14,1.8,9,7,0.5625,1.3625,,0.17721519,0.860759494,0.987341772,0.987341772,org.eclipse.team.internal.core.target
org.eclipse.team.internal.ftp,0,3,0,6,3,0.666666667,0.333333333,,0.096774194,0.806451613,1,1,org.eclipse.team.internal.ftp
org.eclipse.team.internal.ftp.client,0,15,0.25,10,1,0.909090909,0.159090909,,0.441176471,0.794117647,1,1,org.eclipse.team.internal.ftp.client
org.eclipse.team.internal.ftp.target,0,6,0,12,1,0.923076923,0.076923077,,0.146341463,0.780487805,1,1,org.eclipse.team.internal.ftp.target
org.eclipse.team.internal.ftp.ui,0,2,0,21,0,0,1,,0.05,0.575,1,1,org.eclipse.team.internal.ftp.ui
org.eclipse.team.internal.ui,1,22,0.294117647,32,8,0.8,0.094117647,,0.135483871,0.812903226,0.980645161,0.987096774,org.eclipse.team.internal.ui
org.eclipse.team.internal.ui.actions,2,3,0.5,17,2,0.894736842,0.394736842,,0.493506494,0.805194805,1,0.987012987,org.eclipse.team.internal.ui.actions
org.eclipse.team.internal.ui.sync,2,10,0.666666667,30,5,0.857142857,0.523809524,,0.158730159,0.753968254,1,1,org.eclipse.team.internal.ui.sync
org.eclipse.team.internal.ui.target,4,26,0.130434783,34,2,0.944444444,0.074879227,,0.15483871,0.793548387,1,1,org.eclipse.team.internal.ui.target
org.eclipse.team.internal.webdav.core,0,8,0,21,1,0.954545455,0.045454545,,0.133333333,0.716666667,1,1,org.eclipse.team.internal.webdav.core
org.eclipse.team.internal.webdav.ui,0,2,0,19,0,0,1,,0.055555556,0.583333333,1,1,org.eclipse.team.internal.webdav.ui
org.eclipse.team.ui,0,4,1,10,7,0.588235294,0.588235294,,0.045454545,0.590909091,1,0.954545455,org.eclipse.team.ui
org.eclipse.tomcat.internal,1,6,0,9,0,0,1,,0.294117647,0.882352941,1,1,org.eclipse.tomcat.internal
org.eclipse.ui,0,81,15.2,21,99,0.175,14.375,,0.037800687,0.776632302,0.996563574,0.993127148,org.eclipse.ui
org.eclipse.ui.actions,2,45,0.216216216,33,38,0.464788732,0.318995051,,0.198142415,0.814241486,0.996904025,0.981424149,org.eclipse.ui.actions
org.eclipse.ui.dialogs,4,38,0.583333333,29,48,0.376623377,0.04004329,,0.110738255,0.781879195,0.996644295,0.989932886,org.eclipse.ui.dialogs
org.eclipse.ui.editors.text,0,14,0.75,24,4,0.857142857,0.607142857,,0.133333333,0.780952381,1,1,org.eclipse.ui.editors.text
org.eclipse.ui.externaltools.internal.core,3,14,0.272727273,18,2,0.9,0.172727273,,0.189189189,0.851351351,0.972972973,0.986486486,org.eclipse.ui.externaltools.internal.core
org.eclipse.ui.externaltools.internal.ui,4,26,0.083333333,31,3,0.911764706,0.004901961,,0.141176471,0.835294118,0.994117647,0.994117647,org.eclipse.ui.externaltools.internal.ui
org.eclipse.ui.externaltools.internal.ui.ant,3,2,0,6,0,0,1,,0,0.333333333,1,1,org.eclipse.ui.externaltools.internal.ui.ant
org.eclipse.ui.help,0,4,0.333333333,11,54,0.169230769,0.497435897,,0.00921659,0.857142857,1,1,org.eclipse.ui.help
org.eclipse.ui.internal,13,188,0.175,47,16,0.746031746,0.078968254,,0.288643533,0.927444795,0.94637224,0.984227129,org.eclipse.ui.internal
org.eclipse.ui.internal.dialogs,5,105,0.105263158,45,10,0.818181818,0.076555024,,0.225974026,0.901298701,0.987012987,0.981818182,org.eclipse.ui.internal.dialogs
org.eclipse.ui.internal.editorsupport,0,1,0,5,1,0.833333333,0.166666667,,0,0,1,1,org.eclipse.ui.internal.editorsupport
org.eclipse.ui.internal.editorsupport.win32,0,1,0,18,0,0,1,,0,0.695652174,1,1,org.eclipse.ui.internal.editorsupport.win32
org.eclipse.ui.internal.misc,0,30,0.111111111,22,7,0.75862069,0.130268199,,0.091503268,0.862745098,0.993464052,0.973856209,org.eclipse.ui.internal.misc
org.eclipse.ui.internal.model,0,15,0.153846154,12,9,0.571428571,0.274725275,,0.2,0.786666667,1,0.96,org.eclipse.ui.internal.model
org.eclipse.ui.internal.registry,1,49,0.139534884,21,5,0.807692308,0.052772809,,0.281437126,0.898203593,0.952095808,0.976047904,org.eclipse.ui.internal.registry
org.eclipse.ui.model,0,4,0.333333333,9,27,0.25,0.416666667,,0.028169014,0.647887324,1,1,org.eclipse.ui.model
org.eclipse.ui.part,1,35,0.75,20,52,0.277777778,0.027777778,,0.091194969,0.783018868,0.993710692,0.993710692,org.eclipse.ui.part
org.eclipse.ui.plugin,0,1,0,10,75,0.117647059,0.882352941,,0,0.692307692,0.992307692,0.992307692,org.eclipse.ui.plugin
org.eclipse.ui.texteditor,2,61,0.487804878,29,33,0.467741935,0.044453186,,0.2,0.843333333,1,0.993333333,org.eclipse.ui.texteditor
org.eclipse.ui.views.bookmarkexplorer,0,10,0.25,22,0,0,0.75,,0.120481928,0.78313253,1,1,org.eclipse.ui.views.bookmarkexplorer
org.eclipse.ui.views.contentoutline,0,3,2,9,6,0.6,1.6,,0.03030303,0.636363636,1,1,org.eclipse.ui.views.contentoutline
org.eclipse.ui.views.framelist,0,12,0.333333333,13,2,0.866666667,0.2,,0.307692308,0.717948718,1,1,org.eclipse.ui.views.framelist
org.eclipse.ui.views.navigator,1,29,0.16,31,3,0.911764706,0.071764706,,0.143564356,0.861386139,1,0.995049505,org.eclipse.ui.views.navigator
org.eclipse.ui.views.properties,1,28,0.555555556,22,12,0.647058824,0.202614379,,0.185430464,0.814569536,1,1,org.eclipse.ui.views.properties
org.eclipse.ui.views.tasklist,1,26,0.181818182,27,4,0.870967742,0.052785924,,0.160493827,0.845679012,1,1,org.eclipse.ui.views.tasklist
org.eclipse.ui.wizards.datatransfer,1,29,0.074074074,28,4,0.875,0.050925926,,0.237704918,0.81147541,1,0.991803279,org.eclipse.ui.wizards.datatransfer
org.eclipse.ui.wizards.newresource,0,5,0.25,20,6,0.769230769,0.019230769,,0.067567568,0.743243243,1,0.972972973,org.eclipse.ui.wizards.newresource
org.eclipse.update.configuration,0,13,12,7,13,0.35,11.35,,0.222222222,0.333333333,1,1,org.eclipse.update.configuration
org.eclipse.update.core,0,44,1.444444444,11,19,0.366666667,0.811111111,,0.304347826,0.862318841,0.934782609,0.985507246,org.eclipse.update.core
org.eclipse.update.core.model,0,18,0.125,10,9,0.526315789,0.348684211,,0.209876543,0.87654321,0.975308642,0.975308642,org.eclipse.update.core.model
